,question_code,sentence,polarity_annotation,emotion_annotation,narrative_form,periodical_name,sentiment_pysentimiento,emotion_pysentimiento,nf_sentiment_lexicon_dispecs,nf_sentiment_lexicon_computational,nf_sentiment_lexicon_corrected,lexicon_emotion,manual_lexicon_sent_score,comp_lexicon_sent_score,corr_lexicon_sent_score,sentiment_py,emotion_py,Sentiment-GPT3-simple,sentiment_annotation_list,gpt-3-new,corr_lexicon_sent_score_list,manual_lexicon_sent_score_list,computational_lexicon_sent_score_list
127,G01Q63,"Poco habia yo andado por esta morada, quando vi á lo léjos que remataba en un templo de arquitectura antigua, pero muy regular, y de gran magnificencia.",NEU,no_agreement,TR, 1788_El-Filósofo-á-la-Moda_Anónimo_Vol-2_Nr-003_111-802.txt,"AnalyzerOutput(output=POS, probas={POS: 0.897, NEU: 0.089, NEG: 0.014})","AnalyzerOutput(output=others, probas={others: 0.644, joy: 0.147, sadness: 0.139, surprise: 0.055, fear: 0.008, disgust: 0.004, anger: 0.003})",0.0,0.0,0.0,others,NEU,NEU,NEU,POS,others,POS,2,1,2,2,2
128,G01Q64,"Pero una vez que veo con tanto gusto de mi corazon los religiosos sentimientos del suyo, desde luego le doy y recibo la enhorabuena  [positive]",POS,no_agreement,LB, 1800_El-Catón-Compostelano_Anónimo-(Francisco-del-Valle-Inclán)_Vol-1_Nr-19_2072.txt,"AnalyzerOutput(output=POS, probas={POS: 0.946, NEU: 0.049, NEG: 0.005})","AnalyzerOutput(output=joy, probas={joy: 0.991, others: 0.005, sadness: 0.002, disgust: 0.001, surprise: 0.001, fear: 0.000, anger: 0.000})",1.0,1.0,1.0,joy,POS,POS,POS,POS,joy,POS,1,1,1,1,1
129,G01Q65,¡O miserables traductores!,NEG,anger,LB, 1803_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-1_Nr-07_2353.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.890, NEU: 0.089, POS: 0.021})","AnalyzerOutput(output=anger, probas={anger: 0.932, disgust: 0.056, others: 0.006, sadness: 0.003, joy: 0.001, surprise: 0.001, fear: 0.001})",-1.0,-1.0,-1.0,others,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
130,G01Q19,"Y finalmente, que le traba como à hombre, para que llegase à serlo.",POS,trust,FP, 67_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-5_Nr-064_109-741.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.624, NEG: 0.274, POS: 0.102})","AnalyzerOutput(output=others, probas={others: 0.975, sadness: 0.012, surprise: 0.007, joy: 0.002, anger: 0.002, fear: 0.001, disgust: 0.001})",0.0,1.0,0.0,others,NEU,POS,NEU,NEU,others,POS,1,1,2,2,1
131,G01Q20,"Si estuviese en su lugar, me decia yo á mí mismo,  [neutral]",NEU,no_agreement,SP, 67_El-Pensador_Joseph-Álvarez-y-Valladares-(José-Clavijo-y-Faxardo)_Vol-5_Nr-064_109-741.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.662, NEG: 0.215, POS: 0.124})","AnalyzerOutput(output=others, probas={others: 0.992, joy: 0.003, sadness: 0.002, surprise: 0.001, fear: 0.001, anger: 0.000, disgust: 0.000})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEU,others,NEU,2,2,2,2,2
132,G01Q66,"Mi primer intento, dice, fué purgar aquel despreciable embrion de sus muchos errores, para poderlo leer en una tertulia de amigos;",NEG,no_agreement,S+LB, 1803_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-1_Nr-08_2354.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.657, NEG: 0.199, POS: 0.143})","AnalyzerOutput(output=others, probas={others: 0.981, joy: 0.006, sadness: 0.005, anger: 0.005, disgust: 0.002, surprise: 0.001, fear: 0.000})",-0.3333333333333333,-0.5,-0.5,others,NEG,NEG,NEG,NEU,others,POS,3,1,3,3,3
133,G01Q21,"Su trato á todos embiste, à ninguno hace visita, siendo en él cosa exquisita un semblante semi-triste: las tentaciones resiste; pero no cabilaciones, de forma, que las questiones son el manà que sustenta la maquina macilenta de tales obligaciones.",NEG,no_agreement,FP,1779-1780_El-Curioso-Entretenido_Juan-Nosip-y-Vargas_Vol-1_Nr-03_114-852.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.854, NEU: 0.137, POS: 0.009})","AnalyzerOutput(output=others, probas={others: 0.936, sadness: 0.054, anger: 0.006, surprise: 0.001, fear: 0.001, joy: 0.001, disgust: 0.001})",-1.0,-1.0,-1.0,others,NEG,NEG,NEG,NEG,others,POS,3,1,3,3,3
134,G01Q67,"Señor Regañon: Como buen amante de la patria no puedo ménos de confesar á vmds. que habiendo leido los Números 1 y 2 de su periódico acerca de las costumbres públicas, me llené de alegría al ver los juiciosos y acertados pensamientos que en él se vertian, y me propuse desde luego escribir á vmd. dándole las gracias por su comunicacion, y por el buen zelo que muestra en un negocio que tanto interesa á la felicidad de la nacion.",POS,joy,MT, 1803_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-1_Nr-13_2359.txt,"AnalyzerOutput(output=POS, probas={POS: 0.917, NEU: 0.074, NEG: 0.009})","AnalyzerOutput(output=joy, probas={joy: 0.831, others: 0.142, sadness: 0.020, anger: 0.002, surprise: 0.002, fear: 0.001, disgust: 0.001})",0.6,0.6,0.6,joy,POS,POS,POS,POS,joy,POS,1,1,1,1,1
135,G01Q68,"Tambien suelo yo sonar en mi tinaja, porque, aunque no muy ancho, por fin duermo: esto me sucedió la otra noche, que habiéndome entretenido de dia en leer un discurso del célebre Adisson, tuve por el mismo estilo un sueño, que no puedo dexar de manifestar á su Tribunal de vmd",POS,joy,MT, 1803_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-1_Nr-16_2473.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.750, NEG: 0.186, POS: 0.064})","AnalyzerOutput(output=others, probas={others: 0.989, sadness: 0.006, joy: 0.002, surprise: 0.001, anger: 0.000, fear: 0.000, disgust: 0.000})",1.0,1.0,1.0,others,POS,POS,POS,NEU,others,POS,1,1,1,1,1
136,G01Q69,"Todavía por nuestra desgracia no se han acabado de desarraygar entre la gente crédula los temores que conservan á los duendes, difuntos y fantasmas.     [negative]",NEG,no_agreement,MT, 1803_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-1_Nr-20_2623.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.944, NEU: 0.052, POS: 0.004})","AnalyzerOutput(output=sadness, probas={sadness: 0.952, others: 0.020, fear: 0.019, disgust: 0.004, anger: 0.004, surprise: 0.001, joy: 0.000})",-1.0,-1.0,-1.0,fear,NEG,NEG,NEG,NEG,sadness,NEG,3,3,3,3,3
137,G01Q71,El siguiente nos darà una breve idèa del amor.,NEU,no emotion,MT, 1803_El-Regañón-general_Anónimo-(Ventura-Ferrer)_Vol-1_Nr-33_2907.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.616, POS: 0.318, NEG: 0.066})","AnalyzerOutput(output=others, probas={others: 0.913, sadness: 0.073, joy: 0.006, surprise: 0.005, fear: 0.002, disgust: 0.001, anger: 0.001})",1.0,1.0,1.0,joy,POS,POS,POS,NEU,others,POS,2,1,1,1,1
138,G01Q22,"ò lo que es mas cierto, es algun chusco de primera clase, y pretende con esta estratagema ver si corresponden las obras á las palabras: en fin sea lo que fuere, yo debo cumplir lo prometido, sin entremeterme á investigár el motivo de su demanda.      [neutral]",NEU,no_agreement,?,?,"AnalyzerOutput(output=NEG, probas={NEG: 0.750, NEU: 0.241, POS: 0.009})","AnalyzerOutput(output=others, probas={others: 0.765, anger: 0.179, sadness: 0.026, disgust: 0.015, surprise: 0.009, fear: 0.006, joy: 0.000})",1.0,1.0,1.0,joy,POS,POS,POS,NEG,others,NEU,2,2,1,1,1
139,G01Q23,Otra semana sabrèmos los demás articulos de esta Pragmatica.,NEU,anticipation,MT,1779-1780_El-Curioso-Entretenido_Juan-Nosip-y-Vargas_Vol-1_Nr-08_114-857.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.883, POS: 0.059, NEG: 0.058})","AnalyzerOutput(output=others, probas={others: 0.984, sadness: 0.008, anger: 0.002, surprise: 0.002, fear: 0.001, disgust: 0.001, joy: 0.001})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEU,others,NEU,2,2,2,2,2
140,G01Q24,"ò lo que es mas cierto, es algun chusco de primera clase, y pretende con esta estratagema ver si corresponden las obras á las palabras: en fin sea lo que fuere, yo debo cumplir lo prometido, sin entremeterme á investigár el motivo de su demanda        [neutral]",NEU,no_agreement,MT,1779_El-Curioso-Entretenido_Juan-Nosip-y-Vargas_Vol-1_Nr-04_2729.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.775, NEU: 0.217, POS: 0.009})","AnalyzerOutput(output=others, probas={others: 0.763, anger: 0.180, sadness: 0.027, disgust: 0.015, surprise: 0.009, fear: 0.006, joy: 0.000})",1.0,1.0,1.0,joy,POS,POS,POS,NEG,others,NEU,2,2,1,1,1
141,G01Q25,El cuento es breve; no sé si será compendioso.  [neutral],NEU,no_agreement,MT,1780_El-Curioso-Entretenido_Juan-Nosip-y-Vargas_Vol-1_Nr-07_114-856.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.811, POS: 0.109, NEG: 0.080})","AnalyzerOutput(output=others, probas={others: 0.995, joy: 0.002, sadness: 0.001, surprise: 0.001, fear: 0.000, anger: 0.000, disgust: 0.000})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEU,others,NEU,2,2,2,2,2
142,G01Q26,"Lo mismo dice el Entretenido, y pasa adelante.",NEU,no emotion,MT,1780_El-Curioso-Entretenido_Juan-Nosip-y-Vargas_Vol-1_Nr-07_114-856.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.517, POS: 0.469, NEG: 0.014})","AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.028, surprise: 0.001, sadness: 0.001, fear: 0.000, anger: 0.000, disgust: 0.000})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEU,others,NEU,2,2,2,2,2
143,G01Q27,"La oferta no era friolera: asi fue llamado à un gavinete, en donde estando con el tyrano à solas: el secreto, señor, le dixo, consiste en que V. M. publique que en efecto se lo he comunicado; y para que todo el mundo lo crea, me dé à mí V. M. como en recompensa un millon.     Following sentence(s):  Un millon! ¿Sabes lo que pides? ¡Un millon! ¿No bastarian diez mil reales?  [neutral]",NEU,no_agreement,F,1781_El-Censor_Anonym-(García-de-Cañuelo-Luis+-Pereira-Luis-Marcelino)_Vol-2_Nr-029_103-404.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.760, POS: 0.190, NEG: 0.051})","AnalyzerOutput(output=others, probas={others: 0.893, anger: 0.042, joy: 0.024, surprise: 0.022, sadness: 0.015, disgust: 0.003, fear: 0.001})",1.0,1.0,1.0,joy,POS,POS,POS,NEU,others,POS,2,1,1,1,1
144,G01Q72,"Pero baylar como acabamos de vèr, y en Madrid, y esto, como Vmd. dice, para agradar à gentes de depravado gusto; què es, sino degradar la sublimidad de los talentos, y envilecer la capacidad de los hombres.",NEG,no_agreement,D, 1761-09-26_El-Duende-especulativo-sobre-la-vida-civil_Juan-Antonio-Mercadal-(Francisco-Mariano-Nipho-o-Juan-Enrique-de-Graef)_Vol-1_Nr-18_099-384.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.952, NEU: 0.044, POS: 0.004})","AnalyzerOutput(output=anger, probas={anger: 0.390, others: 0.303, sadness: 0.259, disgust: 0.036, surprise: 0.008, fear: 0.002, joy: 0.002})",1.0,1.0,1.0,joy,POS,POS,POS,NEG,anger,NEG,3,3,1,1,1
145,G00Q52,"Nos haria Vmd. tambien un favor, à que deberiamos un eterno reconocimiento, en interesarse con ellos para que yá que la fortuna no ha querido tratarnos mas favorablemente, y yá que no nos es dado gozar todas las ventajas de una Corte, tengan la bondad de dexarnos vivir contentos con nuestra suerte, y con nuestras cosas, y no nos estén continuamente dando en cara con nuestra rusticidad.",NEG,anger,LB,"1781_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-2_Nr-029_103-404.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.732, NEU: 0.218, POS: 0.050})","AnalyzerOutput(output=anger, probas={anger: 0.869, disgust: 0.055, sadness: 0.042, others: 0.030, fear: 0.002, joy: 0.001, surprise: 0.001})",1.0,1.0,1.0,joy,POS,POS,POS,NEG,anger,NEG,3,3,1,1,1
146,G00Q53,"Semejantes al perro de la fabula, que suelta el bocado que tiene entre los colmillos por el que juzga ver en el agua; dexan los verdaderos placeres que la naturaleza les está franqueando al rededor suyo, por otros que les finge su imaginacion à larga distancia.",NEG,sadness,F,"1781_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-2_Nr-039_103-411.txt","AnalyzerOutput(output=NEU, probas={NEU: 0.520, POS: 0.418, NEG: 0.062})","AnalyzerOutput(output=others, probas={others: 0.925, sadness: 0.063, anger: 0.006, joy: 0.003, disgust: 0.002, surprise: 0.001, fear: 0.001})",1.0,1.0,1.0,sadness,POS,POS,POS,NEU,others,NEG,3,3,1,1,1
147,G00Q54,"En una palabra, Señores: lo que antes sería ociosidad viciosa, ò inutilidad de vida hoy yá casi es una virtud.",NEG,no_agreement,D,"1781_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-2_Nr-044_103-415.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.820, NEU: 0.165, POS: 0.015})","AnalyzerOutput(output=others, probas={others: 0.979, sadness: 0.010, anger: 0.004, joy: 0.003, surprise: 0.002, disgust: 0.001, fear: 0.001})",0.3333333333333333,0.3333333333333333,0.3333333333333333,others,POS,POS,POS,NEG,others,POS,3,1,1,1,1
148,G00Q55,"Reynaba en todos el contento, y el ayre resonaba con los alegres cantares de que acompañaban su trabajo.",POS,joy,AL,"1783_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-3_Nr-050_103-451.txt","AnalyzerOutput(output=POS, probas={POS: 0.743, NEU: 0.234, NEG: 0.024})","AnalyzerOutput(output=joy, probas={joy: 0.669, others: 0.320, sadness: 0.007, surprise: 0.002, fear: 0.001, disgust: 0.001, anger: 0.000})",1.0,1.0,1.0,joy,POS,POS,POS,POS,joy,POS,1,1,1,1,1
149,G00Q56,"Que enemigo de toda nueva resolucion sea el Patrono declarado de la holgazanería, el error, y la ignorancia,",NEG,no_agreement,S,"'784_El-Censor_Anonym-(García-de-Cañuelo,-Luis+-Pereira,-Luis-Marcelino)_Vol-3_Nr-060_103-460.txt","AnalyzerOutput(output=NEG, probas={NEG: 0.946, NEU: 0.048, POS: 0.007})","AnalyzerOutput(output=others, probas={others: 0.805, anger: 0.154, sadness: 0.017, disgust: 0.013, fear: 0.006, surprise: 0.004, joy: 0.001})",-0.5,-0.5,-0.5,anger,NEG,NEG,NEG,NEG,others,NEG,3,3,3,3,3
150,G00Q57,Le confieso á vmd. que me tuvo largo tiempo en una zozobra no facil de explicarse.,NEG,no_agreement,EX,1786-1788_El-Corresponsal-del-Censor_Anónimo-(Manuel-Rubín-de-Celis-y-Noriega)_Vol-2_Nr-_091-115.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.840, NEU: 0.146, POS: 0.014})","AnalyzerOutput(output=others, probas={others: 0.738, sadness: 0.215, fear: 0.029, surprise: 0.009, disgust: 0.003, anger: 0.003, joy: 0.002})",0.0,1.0,0.0,others,NEU,POS,NEU,NEG,others,NEG,3,3,2,2,1
151,G00Q58,Mi abuelo mataba Moros como asi me lo quiero.,POS,no emotion,FP,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-1_Nr-02_091-93.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.474, NEG: 0.399, POS: 0.127})","AnalyzerOutput(output=joy, probas={joy: 0.535, others: 0.380, surprise: 0.059, disgust: 0.008, fear: 0.007, sadness: 0.007, anger: 0.003})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEU,joy,NEG,1,3,2,2,2
152,G00Q59,"En esa calle que atraviesa, número 6. quarto principal, vive cierto sugeto que tiene una hija única, de edad de treinta y siete años, muy linda de cara, muy rica, muy hacendosa, muy humilde, muy buena christiana, muy juiciosa, y por decirlo en pocas palabras muy completa y acabada.",POS,no_agreement,D,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-1_Nr-02_091-94.txt,"AnalyzerOutput(output=POS, probas={POS: 0.892, NEU: 0.102, NEG: 0.005})","AnalyzerOutput(output=joy, probas={joy: 0.605, others: 0.378, sadness: 0.010, anger: 0.003, surprise: 0.002, disgust: 0.002, fear: 0.001})",1.0,1.0,1.0,sadness,POS,POS,POS,POS,joy,POS,1,1,1,1,1
153,G00Q60,"No crea Vmd. amigo mio, que lo que habló ese sugeto en el Café sea original, ni tomado de Libros Extrangeros: los ignorantes como Vmd. (perdoneme que le hable con esta claridad) y otros que andan por esas calles de todos estados, clases y condiciones, blasfeman de quanto ignoran: Católico y muy Católico, Español y muy Español, dixo eso y mucho mas un siglo y medio hace.",NEG,no_agreement,D,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-1_Nr-04_091-96.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.867, NEU: 0.122, POS: 0.011})","AnalyzerOutput(output=anger, probas={anger: 0.836, disgust: 0.080, others: 0.052, sadness: 0.028, fear: 0.002, joy: 0.001, surprise: 0.001})",0.3333333333333333,0.3333333333333333,0.3333333333333333,joy,POS,POS,POS,NEG,anger,POS,3,1,1,1,1
154,G00Q61,"Tal es la elegante composicion poética que incluyo á Vmd., y que publicada, serviría de muestra de un Latin clarísimo, que ya va escaseando, y ofrecería al mismo tiempo una provechosa leccion á los que abandonando los estudios que dan honradamente de comer, se entregan á la estéril ocupacion de las Ciencias exâctas, de las Humanidades, y otras fútiles taréas recomendadas por los Modernos.",POS,no_agreement,LB,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-1_Nr-05_105-639.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.496, POS: 0.410, NEG: 0.094})","AnalyzerOutput(output=others, probas={others: 0.967, sadness: 0.022, joy: 0.006, anger: 0.004, disgust: 0.001, surprise: 0.000, fear: 0.000})",0.3333333333333333,1.0,0.3333333333333333,joy,POS,POS,POS,NEU,others,POS,1,1,1,1,1
155,G00Q62,"Mis cabellos son mas obscuros que el corazon de un ignorante, y tan largos, que pueden ser envidiados de las mismisimas trenzas de las Ninfas del Parnaso; mi cuerpo es tan alto como pueden ser los pensamientos de Vmd. con el aditamento de un tallecito mas estrecho que la mano de un avaro.",POS,joy,SP,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-1_Nr-06_091-98.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.567, NEU: 0.401, POS: 0.032})","AnalyzerOutput(output=others, probas={others: 0.508, anger: 0.359, disgust: 0.063, sadness: 0.061, joy: 0.004, fear: 0.003, surprise: 0.003})",0.0,0.0,0.0,others,NEU,NEU,NEU,NEG,others,POS,1,1,2,2,2
156,G00Q64,"Es una vergüenza, un escándalo",NEG,anger,FP,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-1_Nr-08_105-612.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.954, NEU: 0.034, POS: 0.012})","AnalyzerOutput(output=anger, probas={anger: 0.536, disgust: 0.249, surprise: 0.095, others: 0.069, sadness: 0.030, fear: 0.016, joy: 0.005})",-1.0,-1.0,-1.0,anger,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
157,G00Q65,¿Hé de verme yo obligada hasta la muerte (que continuamente estaré deseando por considerarla término de mis infelicidades) á hacerme criada del que aborrezco?,NEG,sadness,D,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-1_Nr-09_091-101.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.913, NEU: 0.083, POS: 0.004})","AnalyzerOutput(output=others, probas={others: 0.475, sadness: 0.284, anger: 0.187, disgust: 0.032, joy: 0.009, surprise: 0.006, fear: 0.006})",-1.0,-1.0,-1.0,fear,NEG,NEG,NEG,NEG,others,NEG,3,3,3,3,3
158,G00Q66,"¡Cómo podré sufrir las finezas de la obligacion de mi consorte, quando le aborrezco!",NEG,no_agreement,D,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-1_Nr-09_091-101.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.979, NEU: 0.018, POS: 0.003})","AnalyzerOutput(output=anger, probas={anger: 0.564, sadness: 0.254, disgust: 0.148, fear: 0.018, others: 0.008, surprise: 0.006, joy: 0.002})",-1.0,-1.0,-1.0,sadness,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
159,G00Q67,"Donde el frio es excesivo y no permite á los Americanos andar desnudos, es notorio que visten de pieles para defenderse de su rigor: y nosotros pudiendo usar de otros arbitrios de que carecen aquellos Salvages, compramos dichas pieles á excesivos precisos, siendo en nuestra opinion el mas magnífico y noble adorno con que nos podemos presentar en las mas brillantes y numerosas concurrencias.",NEG,no_agreement,FP,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-1_Nr-11_105-613.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.582, NEU: 0.362, POS: 0.056})","AnalyzerOutput(output=others, probas={others: 0.686, anger: 0.166, sadness: 0.126, disgust: 0.013, joy: 0.005, surprise: 0.003, fear: 0.001})",1.0,1.0,1.0,others,POS,POS,POS,NEG,others,POS,3,1,1,1,1
160,G00Q68,"Nada tengo de zeloso, y antes me fastidian notablemente los maridos que andan siempre aforrados en sus mugeres.",NEU,no emotion,SP,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-1_Nr-12_091-105.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.968, NEU: 0.027, POS: 0.006})","AnalyzerOutput(output=anger, probas={anger: 0.820, disgust: 0.117, fear: 0.021, others: 0.019, sadness: 0.018, surprise: 0.002, joy: 0.002})",1.0,1.0,1.0,others,POS,POS,POS,NEG,anger,NEG,2,3,1,1,1
161,G00Q70,"El leon sabiamente ocupado en dar curso á objetos importantes de su real instituto, Llamó á los Abogados, y Jueces de este asunto, y con voz muy severa como Rey les habló de esta manera.",NEU,no emotion,S,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-3_Nr-26_091-119.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.614, POS: 0.313, NEG: 0.074})","AnalyzerOutput(output=others, probas={others: 0.996, surprise: 0.002, sadness: 0.001, anger: 0.001, fear: 0.001, joy: 0.001, disgust: 0.000})",0.3333333333333333,0.3333333333333333,0.3333333333333333,others,POS,POS,POS,NEU,others,POS,2,1,1,1,1
162,G00Q71,"Pruebolo asi (continué yo) sin embargo de no ser hombre de carrera, pero sí un bonus vir con su alma tal y tan racional como la del Autor del papelito intitulado los Censores del Censor, y la añadidura de ser mis estudios, igualmente tal y tan buenos como pueden ser los del susodicho venerable; y no espere Vmd largos silogismos, brevemente expondré mi sentir; pruebolo asi, repito.",NEU,no_agreement,D,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-3_Nr-27_091-120.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.693, POS: 0.284, NEG: 0.023})","AnalyzerOutput(output=others, probas={others: 0.990, sadness: 0.004, anger: 0.004, joy: 0.001, surprise: 0.001, disgust: 0.000, fear: 0.000})",0.6,0.6666666666666666,0.6,joy,POS,POS,POS,NEU,others,POS,2,1,1,1,1
163,G00Q72,"No puedo sufrir ver hacer actos de virtud y devocion á los logreros, usureros, comerciantes de mala fé, avaros, codiciosos, y á los de una economia sórdida",NEG,no_agreement,P,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-4_Nr-39_091-132.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.968, NEU: 0.027, POS: 0.005})","AnalyzerOutput(output=anger, probas={anger: 0.810, disgust: 0.145, sadness: 0.038, others: 0.004, fear: 0.002, joy: 0.001, surprise: 0.001})",-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,sadness,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
164,G00Q74,"No Señor, no soy yo asi, no soy ningun satírico chocarrero; yo hablo de veras, y con vm. en todo caso no me habia de chancear",NEU,no emotion,"SP, LB",1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-4_Nr-41_091-134.txt,"AnalyzerOutput(output=NEU, probas={NEU: 0.825, NEG: 0.114, POS: 0.061})","AnalyzerOutput(output=others, probas={others: 0.992, anger: 0.003, sadness: 0.002, joy: 0.001, surprise: 0.001, disgust: 0.001, fear: 0.000})",0.0,0.0,0.0,joy,NEU,NEU,NEU,NEU,others,NEG,2,3,2,2,2
165,G00Q75,¡Qué bien sabrá discernir el caracter de los hombres!,POS,no_agreement,EX,1786-1788_El-Corresponsal-del-Censor_Anónimo_Vol-4_Nr-47_091-140.txt,"AnalyzerOutput(output=POS, probas={POS: 0.913, NEU: 0.079, NEG: 0.008})","AnalyzerOutput(output=others, probas={others: 0.649, joy: 0.310, surprise: 0.029, anger: 0.004, fear: 0.003, disgust: 0.003, sadness: 0.002})",1.0,1.0,1.0,joy,POS,POS,POS,POS,others,POS,1,1,1,1,1
166,G00Q76,"Tambien es de admirar el entusiasmo con que sus mercedes nos pregonan, y aun nos muelen la cabeza con sus globos, con sus gases y aereas caminatas, ni mas ni ménos que si ellos lo hubieran proyectado y discurrido.",NEU,no emotion,S,1786_El-Apologista-Universal_Anónimo_Vol-1_Nr-02_114-859.txt,"AnalyzerOutput(output=POS, probas={POS: 0.918, NEU: 0.065, NEG: 0.017})","AnalyzerOutput(output=others, probas={others: 0.462, anger: 0.372, sadness: 0.055, surprise: 0.040, disgust: 0.033, joy: 0.030, fear: 0.008})",1.0,1.0,1.0,joy,POS,POS,POS,POS,others,POS,2,1,1,1,1
167,G00Q77,"Aunque supongo vuestra universal erudicion en todo género de literatura, no es razon que empleeis vuestro talento en aquellas ciencias que por su aridez y abstraccion os deberian obligar á que anduvieseis siempre pensativos, y como fuera de vosotros, con notable perjuicio de vuestra importante salud.",NEU,no emotion,S,1786_El-Apologista-Universal_Anónimo_Vol-1_Nr-03_114-860.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.922, NEU: 0.072, POS: 0.006})","AnalyzerOutput(output=others, probas={others: 0.639, anger: 0.173, sadness: 0.166, disgust: 0.018, fear: 0.002, joy: 0.002, surprise: 0.001})",0.75,0.75,0.75,others,POS,POS,POS,NEG,others,NEG,2,3,1,1,1
168,G00Q78,"Pero vea Vm. que diablo de hombre: antojosele ponerla unas notas ó glosas de su cosecha, que todo lo hechan [sic] á perder, de suerte que ya no vale tres pepinos, ni se puede leer sin asco: he aqui la grande habilidad del Censor.",NEG,no_agreement,S,1786_El-Apologista-Universal_Anónimo_Vol-1_Nr-05_114-862.txt,"AnalyzerOutput(output=NEG, probas={NEG: 0.946, NEU: 0.046, POS: 0.009})","AnalyzerOutput(output=anger, probas={anger: 0.657, others: 0.222, disgust: 0.094, sadness: 0.015, surprise: 0.007, joy: 0.003, fear: 0.003})",-0.5,-0.2,-0.5,joy,NEG,NEG,NEG,NEG,anger,NEG,3,3,3,3,3
